date,ccy,pv_entry,abs_err,min_tenor,max_tenor
2022-08-10,BRL,1.0,0.0,1.0,10.0
2022-08-10,NGN,,,1.0,5.0
2022-08-10,TRY,1.0,0.0,1.0,10.0
2022-08-17,BRL,1.0,0.0,1.0,10.0
2022-08-17,NGN,,,1.0,5.0
2022-08-17,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2022-08-24,BRL,1.0,0.0,1.0,10.0
2022-08-24,TRY,1.0,0.0,1.0,10.0
2022-08-31,BRL,1.0,0.0,1.0,10.0
2022-08-31,TRY,1.0,0.0,1.0,10.0
2022-09-07,BRL,1.0,0.0,1.0,10.0
2022-09-07,TRY,1.0,0.0,1.0,10.0
2022-09-14,BRL,1.0,0.0,1.0,10.0
2022-09-14,TRY,1.0,0.0,1.0,10.0
2022-09-21,BRL,1.0,0.0,1.0,10.0
2022-09-21,TRY,1.0,0.0,1.0,10.0
2022-09-28,BRL,1.0,0.0,1.0,10.0
2022-09-28,TRY,1.0,0.0,1.0,10.0
2022-10-05,BRL,1.0,0.0,1.0,10.0
2022-10-05,TRY,1.0,0.0,1.0,10.0
2022-10-12,BRL,1.0,0.0,1.0,10.0
2022-10-12,TRY,1.0,0.0,1.0,10.0
2022-10-19,BRL,1.0,0.0,1.0,10.0
2022-10-19,PKR,,,1.0,5.0
2022-10-19,TRY,1.0,0.0,1.0,10.0
2022-10-26,BRL,1.0,0.0,1.0,10.0
2022-10-26,PKR,,,1.0,5.0
2022-10-26,TRY,1.0,0.0,1.0,10.0
2022-11-02,BRL,1.0,0.0,1.0,10.0
2022-11-02,PKR,,,1.0,5.0
2022-11-02,TRY,1.0,0.0,1.0,10.0
2022-11-09,BRL,1.0,0.0,1.0,10.0
2022-11-09,PKR,,,1.0,5.0
2022-11-09,TRY,1.0,0.0,1.0,10.0
2022-11-16,BRL,1.0,0.0,1.0,10.0
2022-11-16,PKR,1.0,0.0,1.0,10.0
2022-11-16,TRY,1.0,0.0,1.0,10.0
2022-11-23,BRL,1.0,0.0,1.0,10.0
2022-11-23,PKR,1.0,0.0,1.0,10.0
2022-11-23,TRY,1.0,0.0,1.0,10.0
2022-11-30,BRL,1.0,0.0,1.0,10.0
2022-11-30,PKR,1.0,0.0,1.0,10.0
2022-12-07,BRL,1.0,0.0,1.0,10.0
2022-12-07,PKR,1.0,0.0,1.0,10.0
2022-12-14,BRL,1.0000000000000002,2.220446049250313e-16,1.0,10.0
2022-12-14,PKR,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2022-12-14,TRY,1.0,0.0,1.0,10.0
2022-12-21,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2022-12-21,PKR,1.0,0.0,1.0,10.0
2022-12-28,BRL,1.0,0.0,1.0,10.0
2022-12-28,PKR,1.0,0.0,1.0,10.0
2023-01-04,BRL,1.0,0.0,1.0,10.0
2023-01-04,PKR,1.0,0.0,1.0,10.0
2023-01-11,BRL,1.0,0.0,1.0,10.0
2023-01-11,PKR,1.0,0.0,1.0,10.0
2023-01-18,BRL,1.0,0.0,1.0,10.0
2023-01-18,PKR,1.0,0.0,1.0,10.0
2023-01-25,BRL,1.0,0.0,1.0,10.0
2023-01-25,PKR,1.0,0.0,1.0,10.0
2023-01-25,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2023-02-01,BRL,1.0,0.0,1.0,10.0
2023-02-01,PKR,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2023-02-01,TRY,1.0,0.0,1.0,10.0
2023-02-08,BRL,1.0,0.0,1.0,10.0
2023-02-08,PKR,1.0,0.0,1.0,10.0
2023-02-08,TRY,1.0,0.0,1.0,10.0
2023-02-15,BRL,1.0,0.0,1.0,10.0
2023-02-15,PKR,1.0,0.0,1.0,10.0
2023-02-15,TRY,1.0,0.0,1.0,10.0
2023-02-22,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2023-02-22,PKR,1.0,0.0,1.0,10.0
2023-02-22,TRY,0.9999999999999998,2.220446049250313e-16,1.0,10.0
2023-03-01,BRL,1.0,0.0,1.0,10.0
2023-03-01,PKR,,,1.0,5.0
2023-03-01,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2023-03-08,BRL,1.0,0.0,1.0,10.0
2023-03-08,PKR,,,1.0,5.0
2023-03-08,TRY,1.0,0.0,1.0,10.0
2023-03-15,BRL,1.0,0.0,1.0,10.0
2023-03-15,PKR,,,1.0,5.0
2023-03-15,TRY,1.0,0.0,1.0,10.0
2023-03-22,BRL,1.0,0.0,1.0,10.0
2023-03-22,PKR,,,1.0,5.0
2023-03-22,TRY,1.0,0.0,1.0,10.0
2023-03-29,BRL,1.0,0.0,1.0,10.0
2023-03-29,PKR,,,1.0,5.0
2023-03-29,TRY,1.0,0.0,1.0,10.0
2023-04-05,BRL,1.0,0.0,1.0,10.0
2023-04-05,PKR,,,1.0,5.0
2023-04-05,TRY,1.0,0.0,1.0,10.0
2023-04-12,BRL,1.0,0.0,1.0,10.0
2023-04-12,PKR,,,1.0,5.0
2023-04-12,TRY,1.0,0.0,1.0,10.0
2023-04-19,BRL,1.0,0.0,1.0,10.0
2023-04-19,PKR,,,1.0,5.0
2023-04-19,TRY,1.0,0.0,1.0,10.0
2023-04-26,BRL,1.0,0.0,1.0,10.0
2023-04-26,PKR,,,1.0,5.0
2023-05-03,BRL,1.0,0.0,1.0,10.0
2023-05-03,PKR,,,1.0,5.0
2023-05-10,BRL,1.0,0.0,1.0,10.0
2023-05-10,PKR,,,1.0,5.0
2023-05-17,BRL,1.0,0.0,1.0,10.0
2023-05-24,BRL,1.0,0.0,1.0,10.0
2023-05-31,BRL,1.0,0.0,1.0,10.0
2023-06-07,BRL,1.0,0.0,1.0,10.0
2023-06-14,BRL,1.0,0.0,1.0,10.0
2023-06-21,BRL,1.0,0.0,1.0,10.0
2023-06-28,BRL,1.0,0.0,1.0,10.0
2023-06-28,TRY,1.0,0.0,1.0,10.0
2023-07-05,BRL,1.0,0.0,1.0,10.0
2023-07-05,TRY,1.0,0.0,1.0,10.0
2023-07-12,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2023-07-12,TRY,1.0,0.0,1.0,10.0
2023-07-19,BRL,1.0,0.0,1.0,10.0
2023-07-19,TRY,1.0,0.0,1.0,10.0
2023-07-26,BRL,1.0,0.0,1.0,10.0
2023-07-26,TRY,1.0,0.0,1.0,10.0
2023-08-02,BRL,1.0,0.0,1.0,10.0
2023-08-02,TRY,1.0,0.0,1.0,10.0
2023-08-09,BRL,1.0,0.0,1.0,10.0
2023-08-09,TRY,1.0,0.0,1.0,10.0
2023-08-16,BRL,1.0,0.0,1.0,10.0
2023-08-16,TRY,1.0,0.0,1.0,10.0
2023-08-23,BRL,1.0,0.0,1.0,10.0
2023-08-23,TRY,1.0,0.0,1.0,10.0
2023-08-30,BRL,1.0,0.0,1.0,10.0
2023-08-30,TRY,1.0,0.0,1.0,10.0
2023-09-06,BRL,1.0,0.0,1.0,10.0
2023-09-06,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2023-09-13,BRL,1.0,0.0,1.0,10.0
2023-09-13,TRY,1.0,0.0,1.0,10.0
2023-09-20,BRL,1.0,0.0,1.0,10.0
2023-09-20,TRY,1.0,0.0,1.0,10.0
2023-09-27,BRL,1.0,0.0,1.0,10.0
2023-09-27,TRY,1.0,0.0,1.0,10.0
2023-10-04,BRL,1.0,0.0,1.0,10.0
2023-10-04,TRY,1.0,0.0,1.0,10.0
2023-10-11,BRL,1.0,0.0,1.0,10.0
2023-10-18,BRL,1.0,0.0,1.0,10.0
2023-10-25,BRL,1.0,0.0,1.0,10.0
2023-11-01,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2023-11-01,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2023-11-08,BRL,1.0,0.0,1.0,10.0
2023-11-08,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2023-11-15,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2023-11-15,TRY,1.0,0.0,1.0,10.0
2023-11-22,BRL,1.0,0.0,1.0,10.0
2023-11-22,TRY,1.0,0.0,1.0,10.0
2023-11-29,BRL,1.0,0.0,1.0,10.0
2023-11-29,TRY,1.0,0.0,1.0,10.0
2023-12-06,BRL,1.0,0.0,1.0,10.0
2023-12-06,TRY,1.0,0.0,1.0,10.0
2023-12-13,BRL,1.0,0.0,1.0,10.0
2023-12-13,TRY,1.0,0.0,1.0,10.0
2023-12-20,BRL,1.0,0.0,1.0,10.0
2023-12-20,TRY,1.0,0.0,1.0,10.0
2023-12-27,BRL,1.0,0.0,1.0,10.0
2023-12-27,TRY,1.0,0.0,1.0,10.0
2024-01-03,BRL,1.0,0.0,1.0,10.0
2024-01-03,TRY,1.0,0.0,1.0,10.0
2024-01-10,BRL,1.0,0.0,1.0,10.0
2024-01-10,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2024-01-17,BRL,1.0,0.0,1.0,10.0
2024-01-17,TRY,1.0,0.0,1.0,10.0
2024-01-24,BRL,1.0,0.0,1.0,10.0
2024-01-24,TRY,1.0,0.0,1.0,10.0
2024-01-31,BRL,1.0,0.0,1.0,10.0
2024-01-31,PKR,,,1.0,5.0
2024-01-31,TRY,1.0,0.0,1.0,10.0
2024-02-07,BRL,1.0,0.0,1.0,10.0
2024-02-07,PKR,,,1.0,5.0
2024-02-07,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2024-02-14,BRL,1.0,0.0,1.0,10.0
2024-02-14,PKR,,,1.0,5.0
2024-02-14,TRY,1.0,0.0,1.0,10.0
2024-02-21,BRL,1.0,0.0,1.0,10.0
2024-02-21,PKR,,,1.0,5.0
2024-02-21,TRY,1.0,0.0,1.0,10.0
2024-02-28,BRL,1.0,0.0,1.0,10.0
2024-02-28,PKR,,,1.0,5.0
2024-02-28,TRY,1.0,0.0,1.0,10.0
2024-03-06,BRL,1.0,0.0,1.0,10.0
2024-03-06,PKR,,,1.0,5.0
2024-03-06,TRY,1.0000000000000002,2.220446049250313e-16,1.0,10.0
2024-03-13,BRL,1.0,0.0,1.0,10.0
2024-03-13,PKR,,,1.0,5.0
2024-03-13,TRY,1.0,0.0,1.0,10.0
2024-03-20,BRL,1.0,0.0,1.0,10.0
2024-03-20,PKR,,,1.0,5.0
2024-03-20,TRY,1.0,0.0,1.0,10.0
2024-03-27,BRL,1.0,0.0,1.0,10.0
2024-03-27,PKR,,,1.0,5.0
2024-03-27,TRY,1.0,0.0,1.0,10.0
2024-04-03,BRL,1.0,0.0,1.0,10.0
2024-04-03,PKR,,,1.0,5.0
2024-04-03,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2024-04-10,BRL,1.0,0.0,1.0,10.0
2024-04-10,PKR,,,1.0,5.0
2024-04-10,TRY,1.0,0.0,1.0,10.0
2024-04-17,BRL,1.0,0.0,1.0,10.0
2024-04-17,PKR,,,1.0,5.0
2024-04-17,TRY,1.0,0.0,1.0,10.0
2024-04-24,BRL,1.0,0.0,1.0,10.0
2024-04-24,PKR,,,1.0,5.0
2024-04-24,TRY,1.0,0.0,1.0,10.0
2024-05-01,BRL,1.0,0.0,1.0,10.0
2024-05-01,PKR,,,1.0,5.0
2024-05-01,TRY,1.0,0.0,1.0,10.0
2024-05-08,BRL,1.0,0.0,1.0,10.0
2024-05-08,PKR,,,1.0,5.0
2024-05-08,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2024-05-15,BRL,1.0,0.0,1.0,10.0
2024-05-15,PKR,,,1.0,5.0
2024-05-15,TRY,1.0,0.0,1.0,10.0
2024-05-22,BRL,1.0,0.0,1.0,10.0
2024-05-22,PKR,,,1.0,5.0
2024-05-29,BRL,1.0,0.0,1.0,10.0
2024-05-29,PKR,,,1.0,5.0
2024-06-05,BRL,1.0,0.0,1.0,10.0
2024-06-05,PKR,,,1.0,5.0
2024-06-12,BRL,1.0,0.0,1.0,10.0
2024-06-12,PKR,,,1.0,5.0
2024-06-19,BRL,1.0,0.0,1.0,10.0
2024-06-19,PKR,,,1.0,5.0
2024-06-26,BRL,1.0,0.0,1.0,10.0
2024-06-26,PKR,,,1.0,5.0
2024-07-03,BRL,1.0,0.0,1.0,10.0
2024-07-10,BRL,1.0,0.0,1.0,10.0
2024-07-17,BRL,1.0,0.0,1.0,10.0
2024-07-17,PKR,,,1.0,5.0
2024-07-24,BRL,1.0,0.0,1.0,10.0
2024-07-24,PKR,,,1.0,5.0
2024-07-31,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2024-07-31,PKR,,,1.0,5.0
2024-08-07,BRL,1.0,0.0,1.0,10.0
2024-08-07,PKR,,,1.0,5.0
2024-08-14,BRL,1.0,0.0,1.0,10.0
2024-08-14,PKR,,,1.0,5.0
2024-08-21,BRL,1.0,0.0,1.0,10.0
2024-08-21,PKR,,,1.0,5.0
2024-08-28,BRL,1.0,0.0,1.0,10.0
2024-08-28,PKR,,,1.0,5.0
2024-09-04,BRL,1.0,0.0,1.0,10.0
2024-09-04,PKR,,,1.0,5.0
2024-09-11,BRL,1.0,0.0,1.0,10.0
2024-09-11,PKR,,,1.0,5.0
2024-09-18,BRL,1.0,0.0,1.0,10.0
2024-09-18,PKR,,,1.0,5.0
2024-09-25,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2024-10-02,BRL,1.0,0.0,1.0,10.0
2024-10-09,BRL,1.0,0.0,1.0,10.0
2024-10-16,BRL,1.0,0.0,1.0,10.0
2024-10-23,BRL,1.0,0.0,1.0,10.0
2024-10-30,BRL,1.0,0.0,1.0,10.0
2024-11-06,BRL,1.0,0.0,1.0,10.0
2024-11-13,BRL,1.0,0.0,1.0,10.0
2024-11-13,PKR,,,1.0,5.0
2024-11-20,BRL,1.0,0.0,1.0,10.0
2024-11-27,BRL,1.0,0.0,1.0,10.0
2024-12-04,BRL,1.0,0.0,1.0,10.0
2024-12-11,BRL,1.0,0.0,1.0,10.0
2024-12-18,BRL,1.0,0.0,1.0,10.0
2024-12-25,BRL,1.0,0.0,1.0,10.0
2025-01-01,BRL,1.0,0.0,1.0,10.0
2025-01-08,BRL,1.0,0.0,1.0,10.0
2025-01-15,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-01-22,BRL,1.0,0.0,1.0,10.0
2025-01-29,BRL,1.0,0.0,1.0,10.0
2025-02-05,BRL,1.0,0.0,1.0,10.0
2025-02-12,BRL,1.0,0.0,1.0,10.0
2025-02-12,TRY,1.0,0.0,1.0,10.0
2025-02-19,BRL,1.0,0.0,1.0,10.0
2025-02-19,TRY,1.0,0.0,1.0,10.0
2025-02-26,BRL,1.0,0.0,1.0,10.0
2025-02-26,TRY,1.0,0.0,1.0,10.0
2025-03-05,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-03-05,TRY,1.0,0.0,1.0,10.0
2025-03-12,BRL,1.0,0.0,1.0,10.0
2025-03-12,TRY,1.0,0.0,1.0,10.0
2025-03-19,BRL,1.0,0.0,1.0,10.0
2025-03-19,TRY,1.0,0.0,1.0,10.0
2025-03-26,BRL,1.0,0.0,1.0,10.0
2025-03-26,TRY,1.0,0.0,1.0,10.0
2025-04-02,BRL,1.0,0.0,1.0,10.0
2025-04-02,TRY,1.0,0.0,1.0,10.0
2025-04-09,BRL,1.0,0.0,1.0,10.0
2025-04-09,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-04-16,BRL,1.0,0.0,1.0,10.0
2025-04-16,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-04-23,BRL,1.0,0.0,1.0,10.0
2025-04-23,TRY,1.0,0.0,1.0,10.0
2025-04-30,BRL,1.0,0.0,1.0,10.0
2025-04-30,TRY,1.0,0.0,1.0,10.0
2025-05-07,BRL,1.0,0.0,1.0,10.0
2025-05-07,TRY,1.0,0.0,1.0,10.0
2025-05-14,BRL,1.0,0.0,1.0,10.0
2025-05-14,TRY,1.0,0.0,1.0,10.0
2025-05-21,BRL,1.0,0.0,1.0,10.0
2025-05-21,TRY,1.0,0.0,1.0,10.0
2025-05-28,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-05-28,TRY,1.0,0.0,1.0,10.0
2025-06-04,BRL,1.0,0.0,1.0,10.0
2025-06-04,TRY,1.0000000000000002,2.220446049250313e-16,1.0,10.0
2025-06-11,BRL,1.0,0.0,1.0,10.0
2025-06-11,TRY,1.0,0.0,1.0,10.0
2025-06-18,BRL,1.0,0.0,1.0,10.0
2025-06-18,TRY,1.0,0.0,1.0,10.0
2025-06-25,BRL,1.0,0.0,1.0,10.0
2025-06-25,TRY,1.0,0.0,1.0,10.0
2025-07-02,BRL,1.0,0.0,1.0,10.0
2025-07-02,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-07-09,BRL,0.9999999999999998,2.220446049250313e-16,1.0,10.0
2025-07-09,TRY,1.0,0.0,1.0,10.0
2025-07-16,BRL,1.0,0.0,1.0,10.0
2025-07-16,TRY,1.0,0.0,1.0,10.0
2025-07-23,BRL,1.0,0.0,1.0,10.0
2025-07-23,TRY,1.0,0.0,1.0,10.0
2025-07-30,BRL,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-07-30,TRY,1.0,0.0,1.0,10.0
2025-08-06,BRL,1.0,0.0,1.0,10.0
2025-08-06,TRY,1.0,0.0,1.0,10.0
2025-08-13,BRL,1.0,0.0,1.0,10.0
2025-08-13,TRY,1.0,0.0,1.0,10.0
2025-08-20,BRL,1.0,0.0,1.0,10.0
2025-08-20,TRY,1.0,0.0,1.0,10.0
2025-08-27,BRL,1.0,0.0,1.0,10.0
2025-08-27,TRY,1.0,0.0,1.0,10.0
2025-09-03,BRL,1.0,0.0,1.0,10.0
2025-09-03,TRY,1.0,0.0,1.0,10.0
2025-09-10,BRL,1.0,0.0,1.0,10.0
2025-09-10,TRY,1.0,0.0,1.0,10.0
2025-09-17,BRL,1.0,0.0,1.0,10.0
2025-09-17,TRY,1.0,0.0,1.0,10.0
2025-09-24,BRL,1.0,0.0,1.0,10.0
2025-09-24,TRY,1.0,0.0,1.0,10.0
2025-10-01,BRL,1.0,0.0,1.0,10.0
2025-10-01,TRY,1.0,0.0,1.0,10.0
2025-10-08,BRL,1.0,0.0,1.0,10.0
2025-10-08,TRY,1.0,0.0,1.0,10.0
2025-10-15,BRL,1.0,0.0,1.0,10.0
2025-10-15,TRY,1.0,0.0,1.0,10.0
2025-10-22,BRL,1.0,0.0,1.0,10.0
2025-10-22,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-10-29,BRL,1.0,0.0,1.0,10.0
2025-10-29,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-11-05,BRL,1.0,0.0,1.0,10.0
2025-11-05,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-11-12,BRL,1.0,0.0,1.0,10.0
2025-11-12,TRY,1.0,0.0,1.0,10.0
2025-11-19,BRL,1.0,0.0,1.0,10.0
2025-11-19,TRY,1.0,0.0,1.0,10.0
2025-11-26,BRL,1.0,0.0,1.0,10.0
2025-11-26,TRY,1.0,0.0,1.0,10.0
2025-12-03,BRL,1.0,0.0,1.0,10.0
2025-12-03,TRY,1.0,0.0,1.0,10.0
2025-12-10,BRL,1.0,0.0,1.0,10.0
2025-12-10,TRY,0.9999999999999999,1.1102230246251565e-16,1.0,10.0
2025-12-17,BRL,1.0,0.0,1.0,10.0
2025-12-17,TRY,1.0,0.0,1.0,10.0
2025-12-24,TRY,1.0,0.0,1.0,10.0
